id	orgName	QID	dbl_id
dbl_012_org_0	Ewing Public Schools	Q5419046	
dbl_012_org_1	Girl Scouts of the USA	Q2576280	
dbl_012_org_2	Girl Scouts of the USA	Q2576280	
dbl_012_org_3	Ewing Public Schools	Q5419046	
dbl_012_org_4	Ewing Public Schools	Q5419046	
dbl_012_org_5	Ewing Public Schools	Q5419046	
dbl_012_org_6	Princeton Day School	Q7244956	
dbl_012_org_7	Princeton Day School	Q7244956	
dbl_012_org_8	Girl Scouts of the USA	Q2576280	
dbl_012_org_9	Princeton Day School	Q7244956	
dbl_012_org_10	Dartmouth College	Q49116	
dbl_012_org_11	Princeton Day School	Q7244956	
dbl_012_org_12	Dartmouth College	Q49116	
dbl_012_org_13	Dartmouth College	Q49116	
dbl_012_org_14	Rutgers University	Q499451	
dbl_012_org_15	Rutgers University	Q499451	
dbl_012_org_16	Dartmouth College	Q49116	
dbl_012_org_17	Dartmouth College	Q49116	
dbl_012_org_18	Dartmouth College	Q49116	
dbl_012_org_19	Dartmouth College	Q49116	
dbl_012_org_20	Trinity College	Q1927705	
dbl_012_org_21	Trinity College	Q1927705	
dbl_012_org_22	Rutgers University	Q499451	
dbl_012_org_23	Rutgers University	Q499451	
dbl_012_org_24	Rutgers University	Q499451	
dbl_012_org_25	Dartmouth College	Q49116	
dbl_012_org_26	Dartmouth College	Q49116	
dbl_012_org_27	Dartmouth College	Q49116	
dbl_012_org_28	Cornell University	Q49115	
dbl_012_org_29	Cornell University	Q49115	
dbl_012_org_30	Cornell University	Q49115	
dbl_012_org_31	Dartmouth College	Q49116	
dbl_012_org_32	University of Pennsylvania	Q49117	
dbl_012_org_33	Cornell University	Q49115	
dbl_012_org_34	Princeton Day School	Q7244956	
dbl_012_org_35	Cornell University	Q49115	
dbl_012_org_36	Dartmouth College	Q49116	
dbl_012_org_37	Cornell University	Q49115	
dbl_012_org_38	Dartmouth College	Q49116	
dbl_012_org_39	Dartmouth College	Q49116	
dbl_012_org_40	Dartmouth College	Q49116	
dbl_012_org_41	Dartmouth College	Q49116	
dbl_012_org_42	Dartmouth College	Q49116	
dbl_012_org_43	Temple University	Q1420239	
dbl_012_org_44	Dartmouth College	Q49116	
dbl_012_org_45	Dartmouth College	Q49116	
dbl_012_org_46	Dartmouth College	Q49116	
dbl_012_org_47	Afro-American Society at Dartmouth College	Q114879775	
dbl_012_org_48	Afro-American Society at Dartmouth College	Q114879775	
dbl_012_org_49	Black Side	Q116772441	
dbl_012_org_50	WDCR	Q7948320	
dbl_012_org_51	Black Side	Q116772441	
dbl_012_org_52	WDCR	Q7948320	
dbl_012_org_53	Black Side	Q116772441	
dbl_012_org_54	Black Side	Q116772441	
dbl_012_org_55	Black Side	Q116772441	
dbl_012_org_56	Black Side	Q116772441	
dbl_012_org_57	Black Side	Q116772441	
dbl_012_org_58	WDCR	Q7948320	
dbl_012_org_59	The Dartmouth	Q7729068	
dbl_012_org_60	WDCR	Q7948320	
dbl_012_org_61	Dartmouth College	Q49116	
dbl_012_org_62	WDCR	Q7948320	
dbl_012_org_63	Black Side	Q116772441	
dbl_012_org_64	Black Side	Q116772441	
dbl_012_org_65	Dartmouth College	Q49116	
dbl_012_org_66	Dartmouth College	Q49116	
dbl_012_org_67	Dartmouth College	Q49116	
dbl_012_org_68	Dartmouth College	Q49116	
dbl_012_org_69	Black Praxis	Q115027533	
dbl_012_org_70	Black Praxis	Q115027533	
dbl_012_org_71	Black Praxis	Q115027533	
dbl_012_org_72	Dartmouth College	Q49116	
dbl_012_org_73	Occidental College	Q1346110	
dbl_012_org_74	Dartmouth College	Q49116	
dbl_012_org_75	Dartmouth College	Q49116	
dbl_012_org_76	Dartmouth College	Q49116	
dbl_012_org_77	Ewing Township	Q579332	
dbl_012_org_78	Dartmouth College	Q49116	
dbl_012_org_79	Dartmouth College	Q49116	
dbl_012_org_80	Temple University	Q1420239	
dbl_012_org_81	Nelson A. Rockefeller Center for Public Policy and the Social Sciences	Q107736923	
dbl_012_org_82	Nelson A. Rockefeller Center for Public Policy and the Social Sciences	Q107736923	
dbl_012_org_83	Hood Museum of Art	Q3140304	
dbl_012_org_84	Ivy League	Q49113	
dbl_012_org_85	Ivy League	Q49113	
dbl_012_org_86	Dartmouth College	Q49116	
dbl_012_org_87	Ivy League	Q49113	
dbl_012_org_88	Ivy League	Q49113	
dbl_012_org_89	Ivy League	Q49113	
dbl_012_org_90	Dartmouth College	Q49116	
dbl_012_org_91	Dartmouth College	Q49116	
dbl_012_org_92	Dartmouth College	Q49116	
dbl_012_org_93	The Dartmouth	Q7729068	
dbl_012_org_94	The Dartmouth	Q7729068	
dbl_012_org_95	Dartmouth College	Q49116	
dbl_012_org_96	The Dartmouth Review	Q7729074	
dbl_012_org_97	The Dartmouth Review	Q7729074	
dbl_012_org_98	Dartmouth College	Q49116	
dbl_012_org_99	Dartmouth College	Q49116	
dbl_012_org_100	United Nations	Q1065	
dbl_012_org_101	Afro-American Society at Dartmouth College	Q114879775	
dbl_012_org_102	Dartmouth College	Q49116	
dbl_012_org_103	Temple University	Q1420239	
dbl_012_org_104	Mount Holyoke College	Q1140542	
dbl_012_org_105	Dartmouth College	Q49116	
dbl_012_org_106	Dartmouth College	Q49116	
dbl_012_org_107	Princeton University	Q21578	
dbl_012_org_108	Harvard University	Q13371	
dbl_012_org_109	Dartmouth College	Q49116	
