id	orgName	QID	dbl_id
dbl_001_org_0	Dartmouth College Class of 1973	Q114992257	
dbl_001_org_1	Dartmouth Black Lives	Q114647391	
dbl_001_org_2	Dartmouth College	Q49116	
dbl_001_org_3	Dartmouth College	Q49116	
dbl_001_org_4	Dartmouth College	Q49116	
dbl_001_org_5	Dartmouth College	Q49116	
dbl_001_org_6	Dartmouth College	Q49116	
dbl_001_org_7	Dartmouth College	Q49116	
dbl_001_org_8	Dartmouth College	Q49116	
dbl_001_org_9	Dartmouth College	Q49116	
dbl_001_org_10	Dartmouth College	Q49116	
dbl_001_org_11	Ivy League	Q49113	
dbl_001_org_12	Dartmouth College	Q49116	
dbl_001_org_13	Dartmouth College	Q49116	
dbl_001_org_14	Dartmouth College	Q49116	
dbl_001_org_15	Harvard University	Q13371	
dbl_001_org_16	Dartmouth College	Q49116	
dbl_001_org_17	Dartmouth College	Q49116	
dbl_001_org_18	Dartmouth College	Q49116	
dbl_001_org_19	Dartmouth College	Q49116	
dbl_001_org_20	Ivy League	Q49113	
dbl_001_org_22	United States Air Force	Q11223	
dbl_001_org_23	United States Air Force	Q11223	
dbl_001_org_24	Kodak	Q486269	
dbl_001_org_25	Dartmouth College	Q49116	
dbl_001_org_26	The Bridge Program		
dbl_001_org_27	Dartmouth College	Q49116	
dbl_001_org_28	Dartmouth College	Q49116	
dbl_001_org_29	Hanover	Q131908	
dbl_001_org_30	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_31	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_32	Dartmouth College	Q49116	
dbl_001_org_33	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_34	Army Reserve Officers' Training Corps	Q4794233	
dbl_001_org_35	Dartmouth College	Q49116	
dbl_001_org_36	Dartmouth College	Q49116	
dbl_001_org_37	Dartmouth College	Q49116	
dbl_001_org_38	Dartmouth College	Q49116	
dbl_001_org_39	Dartmouth College	Q49116	
dbl_001_org_40	Dartmouth College	Q49116	
dbl_001_org_41	Hanover	Q131908	
dbl_001_org_42	Hanover	Q131908	
dbl_001_org_43	Dartmouth College	Q49116	
dbl_001_org_44	Dartmouth College	Q49116	
dbl_001_org_45	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_46	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_47	Dartmouth College	Q49116	
dbl_001_org_48	Dartmouth College	Q49116	
dbl_001_org_49	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_50	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_51	Dartmouth College Committee of Standards	Q115044607	
dbl_001_org_52	Dartmouth College Committee of Standards	Q115044607	
dbl_001_org_53	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_54	Ivy League	Q49113	
dbl_001_org_55	Dartmouth College	Q49116	
dbl_001_org_56	Dartmouth College	Q49116	
dbl_001_org_57	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_58	Dartmouth College	Q49116	
dbl_001_org_59	Dartmouth College	Q49116	
dbl_001_org_60	Black Muslim movement	Q2908396	
dbl_001_org_61	Almighty Vice Lord Nation	Q4347055	
dbl_001_org_62	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_63	Dartmouth College	Q49116	
dbl_001_org_64	Black Muslim movement	Q2908396	
dbl_001_org_65	Black Panther Party	Q189150	
dbl_001_org_66	Dartmouth College	Q49116	
dbl_001_org_67	Dartmouth College	Q49116	
dbl_001_org_68	Dartmouth College Class of 1973	Q114992257	
dbl_001_org_69	Ujima	Q65330071	
dbl_001_org_70	Dartmouth Class of 2022	Q115248744	
dbl_001_org_71	the Leadership Vanguard Group		
dbl_001_org_72	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_73	Dartmouth College	Q49116	
dbl_001_org_74	Dartmouth College	Q49116	
dbl_001_org_75	Dartmouth College	Q49116	
dbl_001_org_76	Dartmouth College	Q49116	
dbl_001_org_77	Dartmouth College	Q49116	
dbl_001_org_78	Dartmouth College	Q49116	
dbl_001_org_79	Dartmouth College	Q49116	
dbl_001_org_80	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_81	Dartmouth College	Q49116	
dbl_001_org_82	Dartmouth College	Q49116	
dbl_001_org_83	Dartmouth College	Q49116	
dbl_001_org_84	bridge program		
dbl_001_org_85	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_86	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_87	Dartmouth College	Q49116	
dbl_001_org_88	Dartmouth College	Q49116	
dbl_001_org_89	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_90	Dartmouth College	Q49116	
dbl_001_org_91	Dartmouth College	Q49116	
dbl_001_org_92	A Better Chance	Q25469497	
dbl_001_org_93	Kaiser Permanente	Q1721601	
dbl_001_org_94	Dartmouth College	Q49116	
dbl_001_org_95	Kaiser Permanente	Q1721601	
dbl_001_org_96	Afro-American Society at Dartmouth College	Q114879775	
dbl_001_org_97	Dartmouth College	Q49116	
dbl_001_org_98	Dartmouth College	Q49116	
dbl_001_org_99	Dartmouth College	Q49116	
dbl_001_org_100	Dartmouth College	Q49116	
dbl_001_org_101	Dartmouth College	Q49116	
dbl_001_org_102	Dartmouth College	Q49116	
dbl_001_org_103	Dartmouth College	Q49116	
dbl_001_org_104	Dartmouth College	Q49116	
dbl_001_org_105	Dartmouth College	Q49116	
dbl_001_org_106	Dartmouth College	Q49116	
dbl_001_org_107	Dartmouth College	Q49116	
dbl_001_org_108	Dartmouth College	Q49116	
dbl_001_org_109	Dartmouth College	Q49116	
dbl_001_org_110	Dartmouth Black Lives	Q114647391	
