id	orgName	QID	dbl_id
dbl_022_org_0	Dartmouth College	Q49116	
dbl_022_org_1	Dartmouth Black Lives	Q114647391	
dbl_022_org_2	Indiana University Bloomington	Q1079140	
dbl_022_org_3	Jackson State University	Q1747601	
dbl_022_org_4	Jackson State University	Q1747601	
dbl_022_org_5	Supreme Court of the United States	Q11201	
dbl_022_org_6	Mississippi State Sovereignty Commission	Q3316923	
dbl_022_org_7	Jackson State University	Q1747601	
dbl_022_org_8	United States Navy	Q11220	
dbl_022_org_9	Jackson State University	Q1747601	
dbl_022_org_10	Jackson State University	Q1747601	
dbl_022_org_11	Jackson State University	Q1747601	
dbl_022_org_12	University of Mississippi	Q1138384	
dbl_022_org_13	University of Alabama	Q492318	
dbl_022_org_14	University of Georgia	Q761534	
dbl_022_org_15	Tougaloo College	Q6603941	
dbl_022_org_16	Freedom Riders	Q538790	
dbl_022_org_17	Dartmouth College	Q49116	
dbl_022_org_18	Indiana University Bloomington	Q1079140	
dbl_022_org_21	Kentucky State University	Q1187623	
dbl_022_org_22	Mayo–Underwood School	Q116691877	
dbl_022_org_23	International Science and Engineering Fair	Q635185	
dbl_022_org_24	Fairview Elementary School	Q5430810	
dbl_022_org_25	Fairview Elementary School	Q5430810	
dbl_022_org_26	Indiana University Bloomington	Q1079140	
dbl_022_org_27	Wilbraham & Monson Academy	Q8000134	
dbl_022_org_28	Jackson State University	Q1747601	
dbl_022_org_29	Wilbraham & Monson Academy	Q8000134	
dbl_022_org_30	Wilbraham & Monson Academy	Q8000134	
dbl_022_org_31	Wilbraham & Monson Academy	Q8000134	
dbl_022_org_32	African Methodist Episcopal Church	Q384121	
dbl_022_org_33	Oberlin College	Q616591	
dbl_022_org_34	Oberlin College	Q616591	
dbl_022_org_35	Wilbraham & Monson Academy	Q8000134	
dbl_022_org_36	South Carolina State University	Q7566644	
dbl_022_org_37	Dartmouth College	Q49116	
dbl_022_org_38	Kimball Union Academy	Q6409777	
dbl_022_org_39	Dartmouth College	Q49116	
dbl_022_org_40	Wilbraham & Monson Academy	Q8000134	
dbl_022_org_41	Dartmouth College	Q49116	
dbl_022_org_42	Dartmouth College	Q49116	
dbl_022_org_43	Wilbraham & Monson Academy	Q8000134	
dbl_022_org_44	Wilbraham & Monson Academy	Q8000134	
dbl_022_org_45	Jackson State University	Q1747601	
dbl_022_org_46	Southern Airways	Q3492303	
dbl_022_org_47	Delta Air Lines	Q188920	
dbl_022_org_48	Eastern Air Lines	Q611742	
dbl_022_org_49	Allegheny Airlines	Q2837839	
dbl_022_org_50	Jackson State University	Q1747601	
dbl_022_org_51	Indiana University Bloomington	Q1079140	
dbl_022_org_52	Wilbraham & Monson Academy	Q8000134	
dbl_022_org_53	Dartmouth College	Q49116	
dbl_022_org_54	Dartmouth College	Q49116	
dbl_022_org_55	Dartmouth College	Q49116	
dbl_022_org_56	Brown University	Q49114	
dbl_022_org_57	University of Maryland	Q503415	
dbl_022_org_58	Dartmouth College	Q49116	
dbl_022_org_59	Dartmouth College	Q49116	
dbl_022_org_60	Dartmouth College	Q49116	
dbl_022_org_61	Dartmouth College	Q49116	
dbl_022_org_62	University of Southern California	Q4614	
dbl_022_org_63	University of Notre Dame	Q178848	
dbl_022_org_64	Dartmouth College	Q49116	
dbl_022_org_65	Amtrak	Q23239	
dbl_022_org_66	Dartmouth College	Q49116	
dbl_022_org_67	Dartmouth College	Q49116	
dbl_022_org_68	A Better Chance	Q25469497	
dbl_022_org_69	A Better Chance	Q25469497	
dbl_022_org_70	Dartmouth College	Q49116	
dbl_022_org_71	Harvard Law School	Q49122	
dbl_022_org_72	Wellesley College	Q49205	
dbl_022_org_73	Dartmouth College	Q49116	
dbl_022_org_74	University of Pennsylvania	Q49117	
dbl_022_org_75	Baltimore Ravens	Q276539	
dbl_022_org_76	University of Pennsylvania	Q49117	
dbl_022_org_77	Pittsburgh Post-Gazette	Q3063794	
dbl_022_org_78	Pittsburgh Symphony Orchestra	Q430642	
dbl_022_org_79	Dartmouth College	Q49116	
dbl_022_org_80	Wilbraham & Monson Academy	Q8000134	
dbl_022_org_81	Geisel School of Medicine	Q5530214	
dbl_022_org_82	Dartmouth College	Q49116	
dbl_022_org_83	Dartmouth Alumni Council	Q114879368	
dbl_022_org_84	Dartmouth Audit Committee	Q117769236	
dbl_022_org_85	E.E. Just Fellowship	Q117769241	
dbl_022_org_86	Dartmouth College	Q49116	
dbl_022_org_87	Dartmouth College	Q49116	
dbl_022_org_88	Ernest Everett Just	Q724591	
dbl_022_org_89	Harvard College	Q49123	
dbl_022_org_90	Yale University	Q49112	
dbl_022_org_91	Stanford University	Q41506	
dbl_022_org_92	Tuskegee University	Q1682329	
dbl_022_org_93	Dartmouth College	Q49116	
dbl_022_org_94	Dartmouth College	Q49116	
dbl_022_org_95	Supreme Court of the United States	Q11201	
dbl_022_org_96	United States Congress	Q11268	
dbl_022_org_97	Afro-American Society at Dartmouth College	Q114879775	
dbl_022_org_98	Dartmouth College	Q49116	
dbl_022_org_99	Afro-American Society at Dartmouth College	Q114879775	
dbl_022_org_100	Dartmouth College	Q49116	
dbl_022_org_101	Harvard Law School	Q49122	
dbl_022_org_102	Harvard Business School	Q49126	
dbl_022_org_103	Dartmouth College	Q49116	
dbl_022_org_104	Dartmouth College	Q49116	
dbl_022_org_105	Dartmouth College	Q49116	
dbl_022_org_106	Kiewit Computation Center	Q100979935	
dbl_022_org_107	Black Panther Party	Q115247499	
dbl_022_org_108	Dartmouth College	Q49116	
dbl_022_org_109	Harvard College	Q49123	
dbl_022_org_110	Dartmouth College	Q49116	
dbl_022_org_111	Dartmouth College	Q49116	
dbl_022_org_112	Jackson State University	Q1747601	
dbl_022_org_113	Kent State University	Q1473615	
dbl_022_org_114	Smith College	Q49204	
dbl_022_org_115	Wellesley College	Q49205	
dbl_022_org_116	Dartmouth College	Q49116	
dbl_022_org_117	Dartmouth College	Q49116	
dbl_022_org_118	Dartmouth College	Q49116	
dbl_022_org_119	Dartmouth College	Q49116	
dbl_022_org_120	Dartmouth College	Q49116	
dbl_022_org_121	Dartmouth College Greek organizations	Q5225683	
dbl_022_org_122	Dartmouth College	Q49116	
dbl_022_org_123	Afro-American Society at Dartmouth College	Q114879775	
dbl_022_org_124	Afro-American Society at Dartmouth College	Q114879775	
dbl_022_org_125	Choate Cluster	Q101445656	
dbl_022_org_126	Afro-American Society at Dartmouth College	Q114879775	
dbl_022_org_127	Afro-American Society at Dartmouth College	Q114879775	
dbl_022_org_128	Afro-American Society at Dartmouth College	Q114879775	
dbl_022_org_129	Gamma Delta Chi	Q108655616	
dbl_022_org_130	Dartmouth College	Q49116	
dbl_022_org_131	Dartmouth College	Q49116	
dbl_022_org_132	Dartmouth College	Q49116	
dbl_022_org_133	Dartmouth College	Q49116	
dbl_022_org_134	A Better Chance	Q25469497	
dbl_022_org_135	Dartmouth College	Q49116	
dbl_022_org_136	Dartmouth College	Q49116	
dbl_022_org_137	A Better Chance	Q25469497	
dbl_022_org_138	Williams College	Q49166	
dbl_022_org_139	Williams College	Q49166	
dbl_022_org_140	Williams College	Q49166	
dbl_022_org_141	Dartmouth College	Q49116	
dbl_022_org_142	Dartmouth College	Q49116	
dbl_022_org_143	A Better Chance	Q25469497	
dbl_022_org_144	Dartmouth College	Q49116	
dbl_022_org_145	Dartmouth College	Q49116	
dbl_022_org_146	Harvard College	Q49123	
dbl_022_org_147	Harvard College	Q49123	
dbl_022_org_148	Meharry Medical College	Q4026847	
dbl_022_org_149	Harvard College	Q49123	
dbl_022_org_150	Dartmouth College	Q49116	
dbl_022_org_151	Harvard Law School	Q49122	
dbl_022_org_152	University of Michigan	Q230492	
dbl_022_org_153	University of California, Berkeley	Q168756	
dbl_022_org_154	University of Pennsylvania	Q49117	
