id	orgName	QID	dbl_id
dbl_018_org_0	Dartmouth College	Q49116	
dbl_018_org_1	Dartmouth Black Lives	Q114647391	
dbl_018_org_2	Stephens College	Q12070051	
dbl_018_org_3	Stephens College	Q12070051	
dbl_018_org_4	Tuskegee University	Q1682329	
dbl_018_org_5	Tuskegee University	Q1682329	
dbl_018_org_6	Tuskegee University	Q1682329	
dbl_018_org_7	Upward Bound	Q7899477	
dbl_018_org_8	Upward Bound	Q7899477	
dbl_018_org_9	Stephens College	Q12070051	
dbl_018_org_10	Reed College	Q1140775	
dbl_018_org_11	Stephens College	Q12070051	
dbl_018_org_12	Stephens College	Q12070051	
dbl_018_org_13	Columbia [MO]		
dbl_018_org_14	Stephens College	Q12070051	
dbl_018_org_15	Stephens College	Q12070051	
dbl_018_org_16	Stephensophia	Q116783178	
dbl_018_org_17	Stephensophia	Q116783178	
dbl_018_org_18	Stephens College	Q12070051	
dbl_018_org_19	Dartmouth College	Q49116	
dbl_018_org_20	Dartmouth College	Q49116	
dbl_018_org_21	Dartmouth College	Q49116	
dbl_018_org_22	Seven Sisters	Q1886223	
dbl_018_org_23	Stephens College	Q12070051	
dbl_018_org_24	Stephens College	Q12070051	
dbl_018_org_25	Dartmouth College	Q49116	
dbl_018_org_26	Stephens College	Q12070051	
dbl_018_org_27	Dartmouth College	Q49116	
dbl_018_org_28	Stephens College	Q12070051	
dbl_018_org_29	Dartmouth College	Q49116	
dbl_018_org_30	Dartmouth College	Q49116	
dbl_018_org_31	University of North Carolina at Chapel Hill	Q192334	
dbl_018_org_32	Stephens College	Q12070051	
dbl_018_org_33	Dartmouth College	Q49116	
dbl_018_org_34	Dartmouth College	Q49116	
dbl_018_org_35	Princeton University	Q21578	
dbl_018_org_36	Dartmouth College	Q49116	
dbl_018_org_37	Dartmouth College	Q49116	
dbl_018_org_38	Stephens College	Q12070051	
dbl_018_org_39	Dartmouth College	Q49116	
dbl_018_org_40	El-Hajj Malik El-Shabazz Center	Q104931609	
dbl_018_org_41	El-Hajj Malik El-Shabazz Center	Q104931609	
dbl_018_org_42	Dartmouth College	Q49116	
dbl_018_org_43	Dartmouth College	Q49116	
dbl_018_org_44	Dartmouth College	Q49116	
dbl_018_org_45	Stephens College	Q12070051	
dbl_018_org_46	Stephens College	Q12070051	
dbl_018_org_47	The Dartmouth	Q7729068	
dbl_018_org_48	the community council		
dbl_018_org_49	El-Hajj Malik El-Shabazz Center	Q104931609	
dbl_018_org_50	United States Department of Labor	Q628807	
dbl_018_org_51	Rutgers University	Q499451	
dbl_018_org_52	El-Hajj Malik El-Shabazz Center	Q104931609	
dbl_018_org_53	Dartmouth College	Q49116	
dbl_018_org_54	Dartmouth College	Q49116	
dbl_018_org_55	Dartmouth College	Q49116	
dbl_018_org_56	Dartmouth College	Q49116	
dbl_018_org_57	El-Hajj Malik El-Shabazz Center	Q104931609	
dbl_018_org_58	El-Hajj Malik El-Shabazz Center	Q104931609	
dbl_018_org_59	Dartmouth College	Q49116	
dbl_018_org_60	Dartmouth College	Q49116	
dbl_018_org_61	Dartmouth College	Q49116	
dbl_018_org_62	Dartmouth College	Q49116	
dbl_018_org_63	Dartmouth College	Q49116	
dbl_018_org_64	Dartmouth College	Q49116	
dbl_018_org_65	Stephens College	Q12070051	
dbl_018_org_66	Dartmouth College	Q49116	
dbl_018_org_67	Stephens College	Q12070051	
dbl_018_org_68	Dartmouth College	Q49116	
dbl_018_org_69	University of North Carolina at Chapel Hill	Q192334	
dbl_018_org_70	Dartmouth College	Q49116	
dbl_018_org_71	Dartmouth College	Q49116	
dbl_018_org_72	University of North Carolina at Chapel Hill	Q192334	
